Probe Set ID;Gene Title;Gene Symbol;Probe Position;NCBI;NCBI;Cluster;Correlation to FoxP3;TregSig;IL2ActnoFox;IL2Act;Act;TGFnoFox;TGF;FOXP3rv;ActCD4;ActCD4TGF;ActTreg;ActTregTGF;CTRLrv;FOXP3rv;Ctrlrv;Foxp3rv;sfActCD4;sfActCD4TGF;wtActCD4;wtActCD4TGF;ActCD8;ActCD8TGF;TconvThy;TregThy;TconvLN;TregLN;TconvSpN;TregSpN;TconvSpB;TregSpB;CD4AND;ActCD4AND
1438470_at;suppressor of cytokine signaling 2;Socs2;chr10:95163245-95164231 (-) // 79.7 // qC2;216233;216233;4;0.305334962;2.77;2.96;3.37;0.89;1.11;1.64;1.86;170.9;289.8;251.4;261.9;137.6;255.9;102.6;130.7;90.2;100;113.4;186.4;59.3;55.7;28.7;114.7;31.9;72.3;30.5;84.5;33.7;101;28.6;25.5
1435828_at;avian musculoaponeurotic fibrosarcoma (v-maf) AS42 oncogene homolog;Maf;chr8:115057264-115057996 (-) // 60.39 // qE1;---;---;6;0.206817508;2.77;3.57;1.6;5.86;0.7;0.91;1;20;20.6;20;22.5;20;20;20;20;130.1;91.5;34;30.9;20;20;20;40.8;59.6;154.2;36.4;100.9;21.3;41.3;17;99.4
1458099_at;---;---;chr12:36189233-36189914 (+) // 100.0 // qA3;---;---;1;0.55153668;2.76;1.05;1.52;1.03;1.29;1.27;1.27;146.5;138.1;110.9;87.7;55.6;70.8;41.7;66.8;44.2;57;57;72.3;46.5;52.3;62.8;98.6;85.5;232.5;42.2;116.7;37.6;99.6;25.7;26.4
1456036_x_at;glutathione S-transferase omega 1;Gsto1;chr19:47208995-47209336 (+) // 92.57 // qD1;---;---;6;0.78343246;2.75;1.54;1.61;0.51;0.96;1.17;1.23;580.7;589.9;646;737.5;396;488.4;396.1;692.6;1082.2;1042.6;1004.6;1178.4;1077.2;460.3;231.6;1153.3;532;1787.2;701.4;1930.9;622.7;3276.7;340.9;174.4
1433796_at;endonuclease domain containing 1;Endod1;chr9:14192037-14193730 (-) // 92.71 // qA1;71946;71946;4;0.392896962;2.74;2.7;3.03;2.48;1.43;3.46;0.96;186.5;1502.6;351;1558.4;235.8;227.4;150.9;168.7;530.4;759.9;327.1;1130.5;309.3;292.6;92.6;619.7;222.6;775.5;196.6;538.1;108;353.1;293.5;727.3
1422804_at;serine (or cysteine) peptidase inhibitor| clade B| member 6b;Serpinb6b;chr13:32345134-32358749 (+) // 92.86 // qA3.3;20708;20708;3;-0.280658047;2.74;5.7;2.75;4.88;0.61;0.67;1.85;225.2;140.3;219.5;71.1;330.3;610.4;272.4;412.1;357.1;216.8;270.8;180.8;1096.4;323.5;73.4;180.6;105.2;192.5;62.7;171.7;98.3;168.5;156;761.5
1416531_at;glutathione S-transferase omega 1;Gsto1;chr19:47199534-47209340 (+) // 92.94 // qD1;14873;14873;6;0.690455472;2.72;2.26;3.11;0.59;1.13;1.11;1.17;339.9;350.1;330;413.5;263.2;309.1;286.4;361.1;490;554.3;540.6;600;479.6;229.5;135.7;506.7;203.8;643;217.1;591.3;173.7;1262.1;337.7;197.7
1434034_at;ceramide kinase;Cerk;chr15:86498763-86504731 (-) // 93.6 // qE2;223753;223753;1;0.387743156;2.71;1.27;0.83;0.34;1.54;5.37;1.52;107.5;430.3;205.7;565.4;108.3;164.6;112.4;156;100.4;154.7;99;532.1;324.4;515.5;211.2;286.2;138.7;286.7;79;214.3;118.8;207.9;93.6;31.5
1455729_at;guanine nucleotide binding protein| alpha q polypeptide;Gnaq;chr19:15665464-15666288 (+) // 94.69 // qA;14682;14682;4;0.29350477;2.71;2.57;3.12;0.85;1.09;2.64;1.93;244.6;585.3;489;590.6;219.7;424;163.8;273.1;154.7;168.9;136.7;360.5;129;137.7;82.6;105.5;85;213.5;60.2;163;43.8;113.9;33.5;28.5
1428967_at;insulin-like growth factor I receptor;Igf1r;chr7:55261228-55265829 (+) // 93.96 // qB5;77773;77773;6;0.747381268;2.69;0.22;0.28;0.63;0.92;1.63;1.1;114.2;89.9;164.2;213.1;82.8;91;180.5;173;49.5;45.6;57.1;93;123.2;85.5;157.9;375.2;300.3;661.9;220.2;591.8;204.7;664.7;89;56
1432103_a_at;SH3-domain GRB2-like 3;Sh3gl3;chr7:69266869-69447588 (+) // 96.32 // qD1;20408;20408;6;0.713256115;2.69;1;0.74;1.16;0.93;0.99;1;103.7;78.6;91.8;97.6;87.3;87;88;82.1;98.6;91.7;88.1;86.8;84.7;89.9;92.2;90.8;137.5;250.7;98.3;265;119.6;336.5;116.7;135.8
1445600_at;Insulin-like growth factor I receptor;Igf1r;chr7:55065830-55066334 (+) // 60.32 // qB5;---;---;6;0.65425247;2.69;0.24;0.23;0.66;0.95;1.37;0.8;125.7;81.4;153.1;154.6;98.4;79.1;200.4;186.4;64.8;61.4;60;82;139.3;86.9;284.9;426.4;373;946.8;266;716.2;258.4;670.6;113.5;75.4
1446167_at;Homeodomain interacting protein kinase 2;Hipk2;chr6:38712249-38712941 (-) // 21.82 // qB1;15258;15258;1;0.894738354;2.67;0.79;0.74;0.37;0.67;1.25;1.43;91.2;213.3;178.6;245;72.5;104;91.8;114;145.2;97.8;127.4;159.7;97.9;122;63.9;129.8;122;215.4;184.1;490.6;171.3;353.9;94.1;35.1
1455869_at;Calcium/calmodulin-dependent protein kinase II| beta;Camk2b;---;---;---;4;0.174962797;2.67;2.72;5.59;1.2;1.35;2.4;0.98;1907.9;2482.4;3057.8;3631.3;2245.7;2197.7;2180.9;1731.4;1496.1;2024.4;1389;3332.8;3114;3378.5;645.6;2075.3;587.4;1816.6;550.9;1468.3;248.3;830.6;54.6;65.6
1422706_at;similar to Nedd4 WW binding protein 4;LOC637870;chr2:173289719-173339964 (-) // 87.73 // qH4;65112;65112;4;0.068734686;2.67;6.87;6.08;0.55;2.71;2.92;0.83;110.2;713.6;241.7;673.4;147.5;123;51.8;84.4;369.2;1001.5;300.5;877.2;142.3;714.5;139.4;263.3;79.9;254.2;53.7;143.6;49.4;105.8;47;25.9
1445452_at;Tnf receptor-associated factor 1;Traf1;chr2:34917537-34918153 (-) // 92.22 // qB;22029;22029;1;0.170442062;2.66;1.14;0.69;0.6;1.12;2.29;1.29;179.9;202.8;305.6;229.7;208.8;269;283;335.4;115.2;129.1;89.9;206.4;565;639.6;179.4;309.4;278.8;489.4;101.5;269.5;130.5;296.1;219.3;130.7
1416329_at;cytoplasmic FMR1 interacting protein 1;Cyfip1;chr7:43402295-43490970 (+) // 98.56 // qB3;20430;20430;4;0.377550336;2.65;2.69;4.05;1.09;1.16;1.7;0.97;277.2;480.5;517.4;572.3;410.6;400.1;360.2;386.2;369.3;428.4;321.8;547.5;245.2;279.4;79.5;311.3;171.7;670.7;137.4;364.2;79.4;272.2;117.9;128.8
1460469_at;tumor necrosis factor receptor superfamily| member 9;Tnfrsf9;chr4:148806131-148832046 (+) // 78.74 // qE2;21942;21942;5;-0.007964325;2.64;9.97;6.36;0.31;0.68;0.44;2.64;554.4;559;975.5;347.3;283.3;746.6;217.1;320.4;1507.5;1018.7;1096.5;487.7;395.7;216.6;165.5;760.2;227.2;636;151.2;399.6;172.5;411.4;467.1;146.6
1450395_at;solute carrier family 22 (organic cation transporter)| member 5;Slc22a5;chr11:53504280-53531416 (-) // 98.4 // qB1.3;20520;20520;6;0.879903123;2.62;0.72;0.73;0.63;0.91;1.11;0.96;256.5;281.6;269.1;376.2;242.1;232;231.6;224.4;209.8;191.9;210.9;233.3;208.1;231.6;233.2;278.5;209.5;568;289.4;757.6;286.9;881.2;212.3;133.8
1430386_at;RIKEN cDNA E030024N20 gene;E030024N20Rik;chr19:15446195-15448226 (+) // 92.22 // qA;74537;74537;4;0.409802432;2.61;2.22;3.03;0.64;1.01;2.27;1.66;280.6;635.6;518.5;541;254.3;423;194.2;215.8;200.9;203.8;181.3;411.6;92.7;133.3;83.9;149.2;113.9;394;90.6;236.1;59.8;174.6;76.2;48.8
1441375_at;Leucine-rich repeats and immunoglobulin-like domains 1;Lrig1;chr6:95051395-95052181 (-) // 99.75 // qD2;---;---;6;0.398402673;2.6;0.94;0.38;0.23;1;1.06;1;20.6;29.5;20;35.6;20;20;20;20;20;20;20;21.3;20;22.8;20;37.1;157;442.9;21.3;55.5;52.7;215.7;79.9;18.6
1421223_a_at;annexin A4;Anxa4;chr6:87070292-87099219 (-) // 96.02 // qD1;11746;11746;4;0.092249499;2.6;6.04;6.99;2.15;1.13;1.28;1.09;724.5;940.4;976.2;1092.8;670.7;728.2;508;520.4;779.4;879.7;825.4;1053.3;777.8;609.3;125.2;557.5;149.5;562.6;129;335.3;118.1;372.2;153;328.6
1418835_at;pleckstrin homology-like domain| family A| member 1;Phlda1;chr10:111213340-111215654 (+) // 83.81 // qD1;21664;21664;6;0.754854378;2.59;0.59;0.57;0.4;0.56;0.77;1.26;102.4;133.4;148.3;174.8;77.1;96.8;93;113.2;224.6;125;177.9;137.8;103.7;117.3;95.5;239.3;99;218.5;378.7;979.6;309.5;686.8;166.4;66
1418099_at;tumor necrosis factor receptor superfamily| member 1b;Tnfrsf1b;chr4:143548748-143582172 (-) // 83.39 // qE1;21938;21938;5;0.455157207;2.55;1.81;2.64;1.07;1.28;1.37;1.25;183.8;254;314.9;281.9;180.1;225.7;123.7;143.8;354.1;453.1;338.5;462.8;327.1;447.8;133.8;609.7;144.7;547.1;195.5;498.1;128.5;310;242.7;259.8
1435787_at;protein phosphatase 1 (formerly 2C)-like;Ppm1l;chr3:69900186-69901226 (+) // 99.23 // qE1;242083;242083;1;0.867767104;2.54;0.33;0.98;0.65;0.94;2.06;1.32;207.7;335.1;531.9;763.5;173.4;228.6;207.7;251;115.6;108.8;141.8;291.8;186.1;282.7;189.2;356.5;127.8;435.4;354.6;899.6;144.2;743.6;96;62.2
1451006_at;xanthine dehydrogenase;Xdh;chr17:72325849-72386522 (-) // 95.76 // qE2;---;---;6;0.341897965;2.54;0.77;0.41;2.17;0.88;1.21;0.64;65;38.7;64.6;62.4;82.4;53;63.5;57.8;35.9;31.5;33.9;41.1;102.6;53.2;40.8;52.6;68.5;153.1;46.7;118.9;82.4;152.2;88.3;191.5
1440809_at;SWA-70 protein;Swap70;---;---;---;6;0.677953348;2.53;1.33;0.97;0.64;0.95;1.26;1.1;112.5;99.3;129.2;127.8;108.6;119;133.9;128.2;128.8;122.2;96.9;121.9;128;141.2;114.8;277.2;93.3;199.6;96.7;245;99.8;218.2;103.1;66
1431296_at;G protein-coupled receptor 15;Gpr15;chr16:58975824-58977178 (-) // 96.01 // qC1.2;71223;71223;3;0.035632965;2.53;4.29;1.69;1.97;1.25;6.55;1.03;49.3;121.5;167.7;300.9;47.2;48.6;51.6;45.4;156.8;195.5;57.4;375.9;495.1;1345.9;36;172.2;124.4;742.9;36.6;92.6;34;71.1;37.8;74.6
1439995_at;expressed sequence C80638;C80638;chr3:135876766-135888997 (+) // 89.22 // qG3;97086;97086;6;0.296330868;2.52;0.88;0.98;0.57;0.89;1.2;1;20.9;21.7;30.6;28.1;22.6;22.5;23.7;23.5;31.5;28.1;31.2;37.3;20.7;21.6;51.2;97;44.7;143.1;35.9;90.7;31.7;75;171;96.9
1416419_s_at;gamma-aminobutyric acid (GABA(A)) receptor-associated protein-like 1;Gabarapl1;chr6:130194574-130203740 (+) // 97.08 // qF3;57436;57436;5;-0.106328456;2.51;3.29;5.41;2.25;1.74;1.15;1.16;985.2;762.8;702.7;763.7;849.9;986.4;893.8;1007;896.8;1563.3;989.2;1142.1;1297.5;1398.2;276.1;604.6;191;469.3;272.2;682.2;183;587.8;253.5;571.5
1429196_at;RAB GTPase activating protein 1-like;Rabgap1l;chr1:160266355-160318951 (-) // 95.67 // qH2.1;78066;78066;1;0.358438841;2.46;1.48;1.93;1.18;0.94;1.68;1.04;982.2;1266;1459.9;1223.5;902;933.9;1143.1;973.4;484;454;510.9;860.6;1004.3;1154.4;544.1;936.9;590.6;1221.3;326.6;805.1;265.2;685.5;444.2;525.8
1437052_s_at;solute carrier family 2 (facilitated glucose transporter)| member 3;Slc2a3;chr6:123365384-123365773 (-) // 88.75 // qF2;20527;20527;5;0.103755505;2.45;2.95;2.53;0.58;0.2;0.2;1.55;2818.1;1269.9;1270.8;562.1;1494;2320.2;2137.2;2845.5;2628.7;527.8;2169.2;430.7;2358.9;907;806.1;1028;628.3;1744.7;889.6;2175.7;858.2;2153.5;468.2;270.1
1445837_at;Dendritic cell protein GA17;Ga17;chr1:22041025-22041966 (-) // 64.37 // qA4;226922;226922;6;0.250090775;2.44;4.83;2.79;1.02;0.56;0.45;0.75;389.8;134.3;296.7;154.2;237.2;178.7;204;208.9;343.5;192.9;320.9;144.9;178.7;62.9;154.4;359.3;202.8;574.1;71.1;173.3;115;409;227.2;231.3
1427038_at;preproenkephalin 1;Penk1;chr4:4060681-4065877 (-) // 97.98 // qA1;18619;18619;5;-0.034371318;2.44;16.86;16.26;0.53;0.33;0.15;1.07;26.2;27.8;36.4;38.1;25.9;27.8;35;29.1;558.1;181.9;546.2;82.6;30.2;31;33.4;265.9;57.5;254.6;33.1;80.9;33.6;81.2;52.2;27.6
1418829_a_at;enolase 2| gamma neuronal;Eno2;chr6:125378799-125386775 (-) // 90.14 // qF3;13807;13807;5;-0.045477442;2.44;7.04;6.75;0.99;0.21;0.23;1.02;195.3;46.9;64.5;32.5;61.3;62.3;63;55.8;218.1;45.4;166.3;38.1;65.5;25.5;53.2;186.7;23.5;42.9;31;75.6;24.6;49.2;18.1;17.8
1423902_s_at;Rho guanine nucleotide exchange factor (GEF) 12;Arhgef12;chr9:43035997-43177505 (-) // 97.43 // qA5.1;69632;69632;1;0.688925666;2.42;0.68;1.11;0.55;1.06;2.34;1.57;152.2;578.8;464.1;623.6;221.1;346.7;350.8;414.2;189.7;201.9;178.4;417.3;275.4;690.8;165.4;244.6;213.9;723.5;280.6;680.4;161.2;507.9;198.4;109.5
1429197_s_at;RAB GTPase activating protein 1-like;Rabgap1l;chr1:160266355-160318951 (-) // 95.67 // qH2.1;78066;78066;1;0.600104424;2.42;0.98;1.3;1.57;0.88;1.51;0.95;652;880.8;1001;754.3;687.8;656.8;755.9;730.4;351.2;310.6;443.1;669;599.1;709.7;211.4;473.9;230.6;612.4;357.2;864.6;341.2;817.2;261.8;411
1457780_at;syntaxin 11;Stx11;chr10:12648985-12649692 (-) // 32.44 // qA1;---;---;5;0.111201345;2.42;4.35;5.73;2.7;0.66;0.54;1.28;101.6;146.1;178.2;203.9;101.6;129.8;109.6;114.6;394.7;261.4;472.8;256.8;169.3;156.9;94.4;337;162;412.9;90.8;219.6;82.5;160.6;126.8;342.1
1418483_a_at;glycoprotein galactosyltransferase alpha 1| 3;Ggta1;chr2:35360171-35421440 (-) // 87.93 // qB;14594;14594;4;0.065193024;2.42;4.91;4.45;1.46;1.05;1.07;1.07;142.8;165.7;190.6;208.2;182.9;195.6;146;147.8;256.6;270.2;227.2;242.3;149.1;153.7;138.8;224.6;106.9;174.7;52.2;126.3;51.1;140.3;102.5;149.3
1419083_at;tumor necrosis factor (ligand) superfamily| member 11;Tnfsf11;chr14:70042259-70077223 (-) // 95.18 // qD3;21943;21943;4;0.130936268;2.41;3.02;8.91;0.51;3.42;2.43;1;276.6;378.2;416.9;326.8;190.1;189.5;101.4;96;265.5;907;465.9;1133.4;40.7;187.2;227.7;577.7;220.8;438.5;87.8;212;52.3;176.5;251.7;127.7
1427918_a_at;ras homolog gene family| member Q;Rhoq;chr17:85561313-85598076 (+) // 92.78 // qE4;104215;104215;5;-0.193627375;2.41;10.77;6.94;1.19;0.62;0.58;0.88;786.7;638.9;700.3;621.8;645.1;570.9;506.1;509.2;1432.5;888.5;1193.3;691.8;998.5;535;179;229.4;203.2;384;133;320.7;171.9;418.9;284.6;339
1424111_at;insulin-like growth factor 2 receptor;Igf2r;chr17:12091525-12179328 (-) // 98.1 // qA1;16004;16004;6;0.769331993;2.4;0.65;0.39;0.56;1.34;2.39;0.93;97.8;202.3;206.3;379.3;128.4;120;112.8;125.2;112.4;151.2;112;267.3;178.7;243;127.6;297.8;194;454.9;171.8;412.2;289;813.4;369.5;205.2
1420273_x_at;---;---;chr2:157162749-157162852 (-) // 44.44 // qH1;---;---;3;0.207319697;2.39;1.57;1.04;1.05;0.64;1.43;1.3;1319.7;1508;1272.8;1555.7;1832.3;2384.2;2405.6;2504.2;1453.3;933.9;916.5;1309.5;2671.3;3100.6;304.4;1070.1;655.1;1451.9;927.1;2218.3;883.9;2002.7;655.3;690.9
1440192_at;RIKEN cDNA 1810054D07 gene;1810054D07Rik;chr4:81500882-81507652 (-) // 97.43 // qC3;69863;69863;4;0.113523167;2.39;2.51;2.8;2.67;2.45;1.66;0.89;342.5;639.9;534.9;760.7;417.4;370.2;351.4;335;601.4;1475.8;639.9;1059.7;468.3;1160.1;72.1;272.3;240.7;536.8;239.5;572.6;228.9;447.9;219.6;586.7
1416418_at;gamma-aminobutyric acid (GABA(A)) receptor-associated protein-like 1;Gabarapl1;chr6:130194574-130203740 (+) // 97.08 // qF3;57436;57436;5;-0.258704654;2.38;9.67;13.18;3.05;1.99;1.18;1.19;257.8;193.9;175;180.4;210.1;250.2;202.8;238.8;237.9;473.2;264.8;312.1;315.2;354.2;56;119.1;23.2;85.9;24.6;58.4;20.1;51.3;23.5;71.7
1435580_at;RIKEN cDNA C230081A13 gene;C230081A13Rik;chr9:56401307-56402293 (-) // 99.29 // qB;244895;244895;1;0.58708682;2.37;0.8;0.75;0.87;0.86;1.1;1.39;773.2;604.3;799.9;699.9;624.1;866.9;689.6;940.9;465.7;400.9;564.3;622.1;1349.2;1047.4;455;608.4;597.6;1108;583.4;1381.4;756.1;1655.7;507.9;441.8
1426471_at;zinc finger protein 52;Zfp52;chr17:20197565-20227130 (+) // 38.37 // qA3.2;22710;22710;5;0.189454604;2.37;2.91;2.28;0.9;1.27;1.81;1.41;302.2;298;537.4;352.6;364.3;514.1;306.5;320;476.6;605.6;391;706.7;449.2;460.5;180.1;415.5;236.9;492.7;163.9;387.9;171.3;352;301.1;272
1438045_at;early endosome antigen 1;Eea1;chr10:95815099-95818303 (+) // 98.82 // qC2;216238;216238;5;-0.087036549;2.36;5.67;6.29;3.9;1.08;0.83;0.9;125.1;83.2;197.1;122.3;122;109.4;102.7;93.2;178.2;192.2;173.7;143.9;93.5;65.7;27.6;74;88.2;205.2;31.4;74;27.6;49;53.1;207.1
1455149_at;SH3 domain containing ring finger 1;Sh3rf1;chr8:60312668-60313338 (+) // 91.82 // qB3.1;59009;59009;6;0.65591521;2.35;1.08;1.19;1.31;0.97;0.8;0.9;30.1;26;51.9;49;28.3;25.5;24;21.3;37.8;36.6;39.6;31.8;21;23.8;39.3;69.2;41.1;87;34.9;81.9;33.3;53.8;34.6;45.2
1458159_at;Guanine nucleotide binding protein| alpha q polypeptide;Gnaq;chr19:15424364-15425017 (+) // 78.19 // qA;---;---;4;0.238826577;2.35;4.89;6.13;1.03;1.17;2.1;1.7;226.4;486.1;471.1;418.5;201.8;343.7;123.6;171.2;179.8;210.5;162.3;340.5;78.1;81.9;48.6;72.1;48;203.9;36.8;86.5;26.5;57.8;26.6;27.4
1416118_at;similar to mouse RING finger 1;LOC630539;chr3:69375525-69384081 (-) // 96.01 // qE1;---;---;4;0.020250478;2.35;2.73;3.64;1.38;1.05;1.01;1;2169.3;1833.1;2312.9;2050.2;2534.8;2541;2586.4;2629.6;1715.9;1807.3;1928.5;1951.3;1972.1;2141.8;891;1458.7;841.5;1713.7;627.6;1472;530.1;1295;626.1;861.8
1433681_x_at;calpain 3;Capn3;chr2:120286069-120286492 (+) // 97.67 // qE5;12335;12335;6;0.787420667;2.34;1.09;1.29;0.67;0.93;1.7;1.28;83.1;133.5;117;179.9;83.5;106.6;101.6;113.8;81.3;75.3;94.6;160.8;97.5;56.5;104.8;155.8;80.4;315;74.7;174.5;73.5;326.5;130.8;87
1434690_at;lysocardiolipin acyltransferase;Lycat;chr17:71680482-71682918 (+) // 97.49 // qE1.3;106531;106531;6;0.602970809;2.34;0.65;0.71;0.94;1.13;1.29;1.19;579.3;621.6;821.3;936.8;548.7;653.4;471.1;638.6;468;530;515.1;665.7;485.2;1277.8;659.7;1189.4;849.7;3427.8;724;1696.1;725.5;1997.5;761.1;716.1
1441727_s_at;zinc finger protein 467;Zfp467;chrUn_random:35183695-35184203 (+) // 98.82 //;68910;68910;6;0.569014797;2.34;0.91;0.57;0.3;0.41;0.68;1.99;75.8;55.2;107;56.6;93.1;185.6;95.4;153.1;118.2;49;98;66.6;53.2;48.4;97.5;128.9;106.1;227.4;130.2;305;171.2;309.4;146.7;43.9
1426215_at;dopa decarboxylase;Ddc;chr11:11708895-11792936 (-) // 98.58 // qA1;---;---;3;-0.117620216;2.34;3.09;4.08;0.81;0.58;0.25;0.93;84.9;41.1;72.2;46;99.6;93.1;99.9;98;143.4;82.5;228;58.1;272.6;286.6;50.8;152.5;59.6;95.4;46.4;108.4;55.9;86.9;39.3;32
1435952_at;---;---;chr14:68203737-68204679 (+) // 92.42 // qD2;---;---;4;0.49931755;2.33;2.03;1.78;0.38;0.85;1.56;1.28;167.3;202.6;294.3;270;158.1;202.8;110.2;153.2;158.2;134.4;196.8;306.8;74.3;74.3;159.7;219.4;125.5;202.4;78.1;181.6;110.5;193.4;127.6;48.1
1420272_at;---;---;chr2:157162749-157162852 (-) // 44.44 // qH1;---;---;3;0.204999793;2.32;1.61;1.07;1.2;0.59;1.41;1.19;376.2;432.8;390.2;440.4;532.5;635.5;679.6;640.1;449.9;267.3;269;379;770.6;908.3;87.7;325.8;191.2;429.6;279.6;647.7;252.3;598.8;351.2;421.7
1429559_at;guanine nucleotide binding protein| alpha q polypeptide;Gnaq;chr19:15661521-15663740 (+) // 93.16 // qA;14682;14682;4;0.231415901;2.31;3.71;4.93;0.86;1.14;2.32;1.8;474;1066.4;825.9;948.8;426.9;769.9;294.3;454.2;358.8;410.2;313.2;726.7;171.1;195.2;102.1;154.4;119.8;335.9;96.8;223.3;63.5;162.1;61.6;53.3
1434225_at;SWA-70 protein;Swap70;chr7:97553207-97554153 (+) // 89.79 // qE3;20947;20947;5;0.326246408;2.3;3.42;2.44;0.69;0.7;0.8;1.28;253.5;200.6;325.2;278.9;256.6;327.5;263;280.2;613.8;427.8;375.9;299.6;230.1;303.1;203.7;515.5;169.9;372.5;179.4;411.7;153.8;418.9;197.5;136.2
1437829_s_at;eukaryotic elongation factor-2 kinase;Eef2k;chr7:108198844-108199401 (+) // 98.56 // qF1;13631;13631;1;0.717425815;2.29;1.18;1.08;0.9;1.07;1.07;0.94;138.4;155.8;214.1;244.3;134.8;126.9;113.6;109;142.9;152.2;142.4;152.4;135.7;114.6;151.2;313.5;96.8;169.5;120.9;276.6;132.3;217.6;85.1;76.6
1454897_at;RIKEN cDNA 6330509M05 gene;6330509M05Rik;chrX:18430571-18431992 (-) // 89.51 // qA1.3;102913;102913;6;0.470023978;2.28;0.31;0.48;1.6;1.57;1.77;1.28;34.1;85.4;125.9;147.5;50.3;64.4;43.2;62.5;29.4;46.1;37;65.6;171.3;240.2;51.8;150.7;152.8;531.1;94.7;216.3;77.8;174.2;31.9;50.9
1435355_at;nebulin;Neb;chr2:52096630-52097431 (-) // 98.76 // qC1.1;17996;17996;5;0.082794111;2.28;3.78;6.8;1.51;1.06;0.7;1.37;135.7;146.4;139.9;55.3;136;186;85.2;126.5;232.2;245.9;136;94.8;38.5;62.6;31.2;128.6;20;105.8;61.5;140.4;20;56.1;13.6;20.6
1451644_a_at;histocompatibility 2| Q region locus 1 /// RIKEN cDNA 0610037M15 gene;H2-Q1 /// 0610037M15Rik;chr17:33880612-33885598 (+) // 55.46 // qB1;68395;68395;6;0.129895314;2.27;2.59;1.05;0.89;0.57;1;1.99;31.5;24.4;43.6;37.3;28.4;56.4;20;27.9;51.8;29.4;25.2;25.3;131.5;100.4;20;38.5;282.7;457;20;45.3;24;68;10.3;9.2
1426775_s_at;secretory carrier membrane protein 1;Scamp1;chr13:90928234-90930611 (-) // 95.3 // qC3;107767;107767;5;0.569727737;2.26;2.11;2.49;0.6;0.99;1.23;1.39;45.9;67.3;63.7;80.1;35.3;49.2;30.4;41.8;96;95.4;102.4;126;56.3;43.1;37.1;76.7;33.5;105.7;45.6;103;41.1;103.1;54.3;32.7
1423672_at;RIKEN cDNA 2510042P03 gene;2510042P03Rik;chr2:75830023-75832751 (-) // 96.73 // qC3 /// chr2:7;72421;72421;4;0.101611963;2.26;2.32;2.65;0.99;0.92;1.51;1.18;52.4;64.6;109.7;85.5;68.3;80.6;66.2;65.8;49.1;45.1;59.7;90;73.4;76.6;42.1;54.2;26.9;49.6;21.1;47.8;22.5;36.5;18.5;18.4
1452703_at;RIKEN cDNA 4631427C17 gene;4631427C17Rik;chr6:29638678-29782401 (+) // 91.47 // qA3.3;74340;74340;4;0.523108359;2.25;1.34;1.44;0.72;0.58;1.31;1.23;1761.1;2069;2789.4;2088.1;1779.9;2186.2;1549.7;1810.2;1048.4;608.7;1127.4;1481.9;473.8;550.8;556.6;1538.3;674.8;1221.4;780.5;1753.6;784.5;2086.1;550.1;394.6
1428509_at;myosin IE;Myo1e;chr9:70573767-70654351 (+) // 94.8 // qD;71602;71602;6;0.841687014;2.24;1.07;1.14;1.08;1.09;1.29;1.08;112.5;99.9;129.7;150.3;100.8;109.2;111.1;106.7;115.7;126.3;103.8;134.2;96.4;126.8;90.3;153.5;103.5;175.4;107.6;241.2;91;201.4;81.8;88.6
1437445_at;transient receptor potential cation channel| subfamily M| member 1;Trpm1;chr7:51202943-51203540 (+) // 72.58 // qB5;17364;17364;6;0.587274795;2.23;0.87;0.78;0.29;1.06;1.22;1.12;54.2;53.8;68.9;64.8;49.8;55.6;54.5;54.2;49.4;52.3;51.4;62.7;66.9;56.2;87.7;190.9;66.4;111.5;56.6;126.4;66.2;161;141.2;40.7
1456174_x_at;N-myc downstream regulated gene 1;Ndrg1;chr15:67198967-67199215 (-) // 78.59 // qD2;17988;17988;4;0.049147597;2.22;2.43;4.1;0.87;0.42;0.65;0.84;3296.7;3012.3;2347.8;1280.7;2372;2003.3;1704.4;1769;988.4;414.4;1362.8;883.7;302.2;262.4;507.1;576.1;162.9;318.6;407.1;902.2;332.3;549.8;264.2;230.7
1435800_a_at;cold shock domain protein A;Csda;chr6:131672970-131673408 (-) // 97.24 // qF3;56449;56449;5;0.138978399;2.21;3.29;6.42;3.13;0.92;0.7;0.89;2544;1829;2673.1;2185.6;1966.6;1755.1;1420;1465;4243.2;3921.9;4210.9;2942.8;3292.1;1602.9;1001.4;3110.6;568;2175.1;1290.8;2848.5;656.2;1955.3;729.3;2281.5
1442988_at;RIKEN cDNA A630001O12 gene;A630001O12Rik;---;---;---;6;0.360996572;2.2;1.56;1.29;1.68;1.2;1.26;1.21;69;54.4;70.5;65.9;65.2;78.8;62.4;72.4;90.3;108.1;75.6;95;72.7;66.3;51.5;91.3;108.6;574.4;58.1;127.5;58.6;186.7;51.6;86.9
1453586_at;ectonucleoside triphosphate diphosphohydrolase 1;Entpd1;chr19:40076873-40079198 (+) // 75.62 // qC3;12495;12495;5;0.021718325;2.2;11.94;3.5;1.07;0.91;1.57;1.47;26.7;106.3;51.2;119;41.8;61.4;28.8;41;256.4;234.5;88.1;138.2;46;98.9;23.3;48.3;21.4;110.2;21.5;47.2;25.2;39.7;17.8;19
