Probe Set ID	Gene Title	Gene Symbol	Probe Position	NCBI	NCBI	Cluster	Correlation to FoxP3	TregSig	IL2ActnoFox	IL2Act	Act	TGFnoFox	TGF	FOXP3rv	ActCD4	ActCD4TGF	ActTreg	ActTregTGF	CTRLrv	FOXP3rv	Ctrlrv	Foxp3rv	sfActCD4	sfActCD4TGF	wtActCD4	wtActCD4TGF	ActCD8	ActCD8TGF	TconvThy	TregThy	TconvLN	TregLN	TconvSpN	TregSpN	TconvSpB	TregSpB	CD4AND	ActCD4AND		TregSig	Fold change of (TregLN, TregSpN, TregSpB)/(TconvLN, TconvSpN, TconvSpB)
1449078_at	ST3 beta-galactoside alpha-2,3-sialyltransferase 6	St3gal6	chr16:58730182-58784370 (-) // 92.9 // qC1.2	54613	54613	3	-0.34	0.3	0.6	0.3	0.3	0.7	1.5	0.6	173	94	32	52	212	130	441	251	80	58	45	67	759	786	167	67	174	64	146	40	138	42	110	38			
1415857_at	embigin	Emb	chr13:114182533-114236117 (+) // 99.37 // qD2.3	13723	13723	3	-0.60	0.3	1.5	2.0	0.6	0.9	0.4	0.8	2546	723	1121	526	2734	2196	3594	3328	2018	1811	1966	859	3728	3164	2096	969	1575	691	1387	473	969	476	1012	626			
1441975_at	acid phosphatase, prostate	Acpp	chr9:104209971-104210984 (-) // 72.33 // qF1	56318	56318	3	-0.26	0.3	0.6	0.9	0.7	3.4	3.4	0.8	422	300	179	210	488	404	789	794	434	1468	216	724	1672	4314	473	181	353	163	794	273	248	89	79	56			
1435176_a_at	inhibitor of DNA binding 2	Id2	chr12:20057214-20058194 (-) // 91.12 // qA1.2	15902	15902	3	-0.38	0.4	3.3	5.1	0.5	0.4	0.2	1.0	841	182	504	152	576	560	312	381	2992	1298	1906	316	1811	264	648	491	225	125	903	337	374	103	317	167			
1418126_at	chemokine (C-C motif) ligand 5	Ccl5	chr11:83127440-83132180 (-) // 89.66 // qC	---	---	3	-0.17	0.4	0.6	0.5	1.1	0.5	0.9	0.8	106	79	115	91	236	196	133	114	227	114	227	202	6671	927	90	268	364	222	385	145	429	156	190	202			
1435640_x_at	RIKEN cDNA A130040M12 gene	A130040M12Rik	---	---	---	3	-0.40	0.4	0.6	0.7	0.5	1.0	1.2	1.2	732	712	864	442	734	851	813	1073	518	537	388	455	1540	1631	828	804	1799	449	908	362	541	191	867	391			
1443192_at	---	---	chr10:28528984-28529652 (+) // 98.5 // qA4	210757	210757	3	-0.61	0.4	2.2	1.9	1.0	0.6	0.4	0.7	967	506	345	309	1016	658	1094	965	951	540	831	328	1225	1049	943	327	625	140	435	172	431	178	287	273			
1448026_at	---	---	chr4:8793972-8794801 (+) // 84.39 // qA1	---	---	3	-0.70	0.4	1.8	2.4	1.1	0.5	0.4	1.1	735	455	443	233	706	771	978	1003	1161	626	1048	436	1255	741	789	343	673	265	642	260	444	208	577	617			
1417894_at	G protein-coupled receptor 97	Gpr97	chr8:94365273-94394767 (+) // 80.93 // qC5	54672	54672	3	-0.12	0.4	1.4	0.6	0.6	1.5	2.0	1.2	129	434	72	185	117	138	82	115	234	342	108	215	85	158	379	172	102	60	166	72	169	59	69	40			
1416498_at	peptidylprolyl isomerase C	Ppic	chr18:53897325-53909026 (-) // 88.21 // qD1	19038	19038	3	-0.25	0.4	0.6	1.2	0.3	2.1	2.1	0.9	178	204	91	128	163	144	176	159	86	176	95	195	262	629	85	114	173	62	155	68	79	31	105	34			
1426576_at	transmembrane protein 23	Tmem23	chr19:31431738-31519500 (-) // 98.71 // qC1	208449	208449	3	-0.42	0.4	3.8	3.3	0.7	0.3	0.3	1.0	361	213	272	187	417	399	415	465	652	208	423	138	93	69	235	135	224	140	170	75	127	62	124	92			
1449235_at	Fas ligand (TNF superfamily, member 6)	Fasl	chr1:161792973-161801011 (-) // 96.82 // qH2.1	14103	14103	3	-0.35	0.4	4.3	3.2	0.6	2.1	1.0	1.6	115	91	113	106	198	324	128	117	844	1735	580	565	1104	1238	74	59	199	123	194	86	183	83	278	179			
1459354_at	ST3 beta-galactoside alpha-2,3-sialyltransferase 6	St3gal6	chr16:58782279-58782936 (-) // 94.23 // qC1.2	---	---	3	-0.30	0.5	0.3	0.3	0.4	1.0	1.1	0.7	120	85	69	78	113	82	174	138	68	70	64	71	460	537	154	73	194	80	230	105	213	87	182	71			
1438439_at	G protein-coupled receptor 171	Gpr171	chr3:59229823-59234730 (-) // 97.28 // qD	229323	229323	3	-0.57	0.5	4.7	2.8	1.1	1.0	0.6	1.0	777	506	412	414	906	881	1024	838	1557	1571	1083	608	851	1411	583	437	435	248	328	150	390	159	410	469			
1439719_at	RIKEN cDNA E430004N04 gene	E430004N04Rik	chr10:28669835-28670454 (+) // 97.48 // qA4	210757	210757	3	-0.56	0.5	1.7	1.7	1.2	0.7	0.4	0.6	117	66	45	31	145	84	112	101	172	124	150	61	154	137	98	52	66	22	103	47	86	45	33	38			
1439484_at	RIKEN cDNA 4930431H11 gene	4930431H11Rik	chr3:18891965-18893108 (-) // 87.86 // qA2	73785	73785	3	-0.26	0.5	0.6	1.1	0.8	1.6	1.5	0.8	342	431	331	447	338	268	501	465	339	542	416	623	1161	1472	368	369	458	247	586	307	366	184	403	320			
1435133_at	UDP-glucose ceramide glucosyltransferase	Ugcg	chr4:58489108-58490937 (+) // 91.53 // qB3	22234	22234	3	-0.62	0.5	1.7	1.3	1.3	0.8	0.6	1.1	741	494	585	590	751	840	833	865	745	620	603	359	1238	1195	548	223	736	279	451	241	466	281	912	1223			
1440312_at	ELOVL family member 7, elongation of long chain fatty acids (yeast)	Elovl7	chr13:105055339-105056002 (+) // 62.39 // qD2.1	74559	74559	3	-0.35	0.5	0.5	0.5	1.0	0.9	1.2	0.9	96	53	70	53	96	86	127	114	45	38	51	61	202	257	100	44	78	43	94	50	100	50	40	40			
1426505_at	ecotropic viral integration site 2b	Evi2b	chr11:79126963-79143115 (-) // 86.14 // qB5	216984	216984	3	-0.70	0.5	1.6	1.1	1.2	0.9	0.7	0.8	1039	584	550	525	1325	995	1415	1212	967	847	711	523	1298	1499	743	295	893	531	604	324	642	342	974	1140			
1417874_at	TMEM9 domain family, member B	Tmem9b	chr7:97006195-97022623 (-) // 97.47 // qE3	56786	56786	3	-0.55	0.6	1.1	1.1	1.1	1.2	1.1	1.0	524	498	449	467	560	535	666	586	545	635	496	528	555	1069	440	258	510	260	491	269	464	275	434	479			
1436271_at	cDNA sequence BC085284 /// similar to apolipoprotein L, 3 (predicted)	BC085284 /// LOC666348	chr15:78045406-78046515 (+) // 78.3 // qE1 /// chr15:	278677	278677	3	-0.26	0.6	0.4	0.1	0.3	2.3	1.6	1.0	29	29	26	28	32	33	33	30	48	109	29	45	149	371	65	34	213	79	115	63	204	66	202	66			
1417216_at	proviral integration site 2	Pim2	chr2:180980349-180982064 (+) // 80.01 // qH4 /// chrX	18715	18715	3	-0.42	0.6	1.0	1.5	0.9	0.9	0.4	0.9	468	137	147	153	269	229	312	234	439	382	545	193	903	533	337	139	260	169	441	249	354	186	190	163			
1458218_s_at	phosphodiesterase 7A	Pde7a	chr3:18894889-18895407 (-) // 86.75 // qA2	18583	18583	3	-0.22	0.6	0.5	0.8	0.9	1.8	1.4	0.9	374	595	374	560	394	358	523	456	464	818	576	812	1245	1773	347	518	696	439	1003	567	716	376	832	720			
1424097_at	ELOVL family member 7, elongation of long chain fatty acids (yeast)	Elovl7	chr13:105026843-105054567 (+) // 92.44 // qD2.1	74559	74559	3	-0.35	0.6	0.8	0.6	0.9	0.8	1.0	1.0	63	56	50	49	65	66	75	68	48	37	43	41	140	146	74	44	69	35	64	37	78	42	30	25			
1449079_s_at	ST3 beta-galactoside alpha-2,3-sialyltransferase 6	St3gal6	chr16:58730182-58784370 (-) // 92.9 // qC1.2	---	---	3	-0.32	0.6	0.8	0.5	0.4	0.9	1.3	0.6	98	59	37	50	133	84	208	147	56	52	41	56	374	465	109	58	120	58	73	44	79	39	102	44			
1439764_s_at	insulin-like growth factor 2 mRNA binding protein 2	Igf2bp2	chr16:21893141-21893449 (-) // 96.42 // qB1	319765	319765	3	-0.17	0.6	0.5	0.3	0.5	0.8	1.5	1.1	113	119	62	92	44	50	41	80	40	32	55	80	104	206	131	86	77	29	74	44	178	56	60	28			
1441891_x_at	ELOVL family member 7, elongation of long chain fatty acids (yeast)	Elovl7	chr13:105053491-105053776 (+) // 95.1 // qD2.1	74559	74559	3	-0.29	0.6	0.6	0.6	0.8	1.0	0.8	0.8	31	21	22	20	34	26	28	31	21	20	24	20	72	92	37	20	31	20	33	20	38	20	9	8			
1450545_a_at	deoxynucleotidyltransferase, terminal	Dntt	chr19:40365744-40395921 (+) // 99.65 // qC3	21673	21673	3	-0.03	0.6	0.5	0.4	1.3	0.9	0.9	2.5	102	68	56	49	117	290	210	327	40	38	43	40	113	71	670	1065	115	53	87	53	100	65	49	61			
1453474_at	RIKEN cDNA 1300007F04 gene	1300007F04Rik	chr11:77127672-77133181 (+) // 89.63 // qB5	67477	67477	3	-0.09	0.7	0.6	0.6	0.8	1.7	3.3	0.8	49	123	41	61	57	43	71	49	45	77	40	132	93	185	79	47	80	40	72	46	64	38	49	38			
1419758_at	ATP-binding cassette, sub-family B (MDR/TAP), member 1A	Abcb1a	chr5:8661500-8749979 (+) // 92.57 // qA1	18671	18671	3	-0.15	1.6	3.6	1.5	1.5	1.1	1.0	1.2	36	20	27	21	57	70	33	62	90	100	33	34	287	210	20	42	45	162	25	39	23	46	20	29			
1434372_at	expressed sequence AW112010	AW112010	chr19:10148209-10151164 (-) // 94.17 // qA	---	---	3	-0.17	1.7	4.6	2.5	2.8	1.6	1.5	1.3	446	511	799	1098	875	1093	784	826	3229	5048	1904	2897	3634	4994	166	1145	1129	2100	705	1174	748	1262	796	2232			
1418131_at	SAM domain and HD domain, 1	Samhd1	chr2:157162381-157198500 (-) // 91.34 // qH1	56045	56045	3	0.06	1.7	1.9	1.6	1.9	0.7	1.2	1.4	3232	3771	3759	3937	4153	5724	4868	5489	3905	2711	2862	3355	4738	6745	615	2453	1871	3649	2049	3441	1826	3567	1509	2824			
1419759_at	ATP-binding cassette, sub-family B (MDR/TAP), member 1A	Abcb1a	chr5:8661500-8749979 (+) // 92.57 // qA1	18671	18671	3	0.02	1.8	1.8	0.7	2.1	1.3	1.1	1.6	101	40	49	30	103	164	91	166	146	182	64	69	524	450	32	109	171	577	79	141	91	207	68	139			
1441761_at	Src-like adaptor	Sla	chr15:67078398-67078863 (-) // 85.68 // qD2	---	---	3	-0.12	1.8	2.9	1.0	1.2	0.5	0.7	1.2	337	176	190	81	326	379	550	625	336	151	177	124	457	313	384	308	462	820	116	205	175	292	252	293			
1459914_at	RIKEN cDNA 2810402A17 gene	2810402A17Rik	chrX:126988278-126989145 (-) // 78.54 // qF1	67062	67062	3	-0.02	1.9	1.8	2.0	0.9	0.5	0.6	1.1	160	118	200	200	161	176	179	169	340	184	410	236	1088	1005	145	227	217	408	193	375	202	309	143	134			
1425084_at	GTPase, IMAP family member 7	Gimap7	chr6:48629569-48635585 (+) // 89.61 // qB2.3	231932	231932	3	-0.08	2.0	2.4	1.1	3.5	0.5	0.3	1.4	593	127	464	99	890	1231	1109	1273	1184	609	786	209	2473	838	316	287	498	850	485	946	751	1416	312	1079			
1439943_at	vacuolar protein sorting 54 (yeast)	Vps54	chr11:21173563-21174184 (+) // 99.84 // qA3.1	245944	245944	3	-0.03	2.0	3.8	2.8	1.3	1.2	1.8	1.0	156	209	228	201	158	154	134	143	165	205	134	242	331	713	96	180	108	309	43	85	47	78	51	67			
1440960_at	3 days neonate thymus cDNA, RIKEN full-length enriched library, clone:A630060L04 product:unclassifiable, full insert sequence	---	chr5:105100827-105129691 (-) // 13.8 // qE5	---	---	3	-0.09	2.0	2.0	1.6	0.9	1.1	1.0	1.0	33	35	34	36	34	34	44	52	48	53	35	34	202	241	123	141	47	97	24	48	21	40	39	35			
1444283_at	GTPase, IMAP family member 7	Gimap7	chr6:48629613-48630619 (+) // 91.75 // qB2.3	231932	231932	3	-0.06	2.1	3.7	1.8	1.7	0.5	0.5	1.7	119	59	127	56	183	304	221	229	381	177	210	95	579	211	133	124	192	325	103	220	116	261	76	127			
1420272_at	---	---	chr2:157162749-157162852 (-) // 44.44 // qH1	---	---	3	0.20	2.3	1.6	1.1	1.2	0.6	1.4	1.2	376	433	390	440	533	636	680	640	450	267	269	379	771	908	88	326	191	430	280	648	252	599	351	422			
1426215_at	dopa decarboxylase	Ddc	chr11:11708895-11792936 (-) // 98.58 // qA1	---	---	3	-0.12	2.3	3.1	4.1	0.8	0.6	0.3	0.9	85	41	72	46	100	93	100	98	143	83	228	58	273	287	51	153	60	95	46	108	56	87	39	32			
1420273_x_at	---	---	chr2:157162749-157162852 (-) // 44.44 // qH1	---	---	3	0.21	2.4	1.6	1.0	1.1	0.6	1.4	1.3	1320	1508	1273	1556	1832	2384	2406	2504	1453	934	917	1310	2671	3101	304	1070	655	1452	927	2218	884	2003	655	691			
1431296_at	G protein-coupled receptor 15	Gpr15	chr16:58975824-58977178 (-) // 96.01 // qC1.2	71223	71223	3	0.04	2.5	4.3	1.7	2.0	1.3	6.6	1.0	49	122	168	301	47	49	52	45	157	196	57	376	495	1346	36	172	124	743	37	93	34	71	38	75			
1422804_at	serine (or cysteine) peptidase inhibitor, clade B, member 6b	Serpinb6b	chr13:32345134-32358749 (+) // 92.86 // qA3.3	20708	20708	3	-0.28	2.7	5.7	2.8	4.9	0.6	0.7	1.9	225	140	220	71	330	610	272	412	357	217	271	181	1096	324	73	181	105	193	63	172	98	169	156	762			
1454809_at	nuclear receptor coactivator 7	Ncoa7	chr10:30434928-30445112 (-) // 93.71 // qA4	211329	211329	3	0.21	3.1	1.1	1.1	1.1	1.1	1.2	0.8	944	437	1445	684	1128	902	1376	928	522	592	556	636	994	2756	844	1762	619	988	474	1457	508	1337	825	941			
1417679_at	growth factor independent 1	Gfi1	chr5:105158334-105166025 (-) // 93.81 // qE5	14581	14581	3	-0.04	3.3	5.2	4.5	1.8	0.9	0.4	1.0	135	93	94	81	136	136	194	223	839	752	772	342	878	1218	171	306	144	246	163	529	173	492	81	149			
1422542_at	G protein-coupled receptor 34	Gpr34	chrX:11964517-11972592 (+) // 99.63 // qA1.1	23890	23890	3	-0.14	3.4	5.5	4.2	0.7	3.7	1.5	1.2	200	82	197	61	311	365	222	354	130	481	120	177	65	754	21	72	44	249	24	81	28	132	24	17			
1420692_at	interleukin 2 receptor, alpha chain	Il2ra	chr2:11593911-11644298 (+) // 62.11 // qA1	16184	16184	4	0.30	47.1	73.5	82.6	1.9	0.6	0.9	1.7	2421	2949	3352	2323	1789	2985	1201	1824	2497	1504	2816	2621	737	1238	38	1428	34	1342	34	1599	34	1592	27	51			
1418507_s_at	suppressor of cytokine signaling 2	Socs2	chr10:95187113-95191121 (-) // 93.94 // qC2	103250	103250	4	0.18	19.2	43.5	54.5	1.3	1.0	1.6	1.7	1361	2106	2632	2100	1164	1918	708	1122	871	834	1145	1877	418	354	20	483	20	353	20	384	21	342	14	18			
1438466_at	dynein, axonemal, heavy chain 12 /// dynein, axonemal, heavy chain 7b /// dynein heavy chain-related	Dnahc12 /// Dnahc7b /// LOC433299	chr1:46704340-46734148 (+) // 89.42 // qC1.1 /// chr1	110083	110083	4	0.52	17.6	1.5	2.6	1.0	2.3	8.9	2.7	116	688	901	909	62	170	32	34	41	92	90	794	32	42	29	97	31	294	27	466	35	164	20	21			
1449109_at	suppressor of cytokine signaling 2	Socs2	chr10:95187113-95191121 (-) // 93.94 // qC2	216233	216233	4	0.16	14.8	32.5	67.2	1.0	1.1	1.7	1.7	1952	3233	3448	2992	1625	2758	1059	1551	1182	1245	1681	2881	597	607	25	611	28	541	36	539	25	469	38	40			
1429159_at	RIKEN cDNA 4631408O11 gene	4631408O11Rik	chr2:10204531-10207634 (+) // 74.86 // qA1	66693	66693	4	0.43	10.5	3.8	4.8	0.7	0.3	1.1	1.2	1701	1392	1792	1378	1007	1243	1350	1360	410	114	648	704	235	33	210	871	120	469	109	1138	135	1190	129	91			
1441946_at	inter-alpha (globulin) inhibitor H5	Itih5	chr2:10202633-10202866 (+) // 89.47 // qA1	209378	209378	4	0.50	8.1	3.0	3.2	1.2	0.4	1.2	1.2	389	326	370	298	225	259	254	287	111	48	149	179	71	29	59	235	44	124	37	294	46	270	20	24			
1427040_at	MyoD family inhibitor domain containing	Mdfic	chr6:15554810-15557197 (+) // 98.45 // qA1	16543	16543	4	0.37	6.2	6.2	8.6	3.3	1.2	1.2	1.2	1768	2066	2892	1995	1911	2333	1455	1628	1755	2074	1752	2126	809	1511	235	1634	466	2479	281	1734	205	1485	164	540			
1448233_at	prion protein	Prnp	chr2:131661215-131687447 (+) // 94.95 // qF2	19122	19122	4	0.12	5.8	15.0	20.8	1.6	1.7	3.0	1.7	3341	7279	4090	5149	3189	5437	2180	3328	1497	2570	1897	5773	440	1481	137	675	141	453	100	575	91	511	98	155			
1417601_at	regulator of G-protein signaling 1	Rgs1	chr1:144147062-144151461 (-) // 96.71 // qF	50778	50778	4	0.44	5.5	10.8	5.6	2.3	1.0	2.5	1.7	163	916	722	1549	129	217	87	145	1150	1166	407	1012	125	349	31	520	106	921	107	590	73	525	74	172			
1434109_at	SH3 domain binding glutamic acid-rich protein like 2	Sh3bgrl2	chr9:83976953-84029091 (+) // 94.86 // qE2	212531	212531	4	0.41	5.5	1.6	3.2	0.9	0.7	1.5	1.1	106	135	149	156	116	130	87	102	32	23	64	95	21	45	20	89	20	90	20	109	20	63	8	7			
1416558_at	maternal embryonic leucine zipper kinase	Melk	chr4:43545995-43609795 (+) // 98.89 // qB1	17279	17279	4	-0.20	5.4	28.2	35.6	6.4	1.3	0.9	0.9	658	537	920	671	751	668	376	268	720	965	815	737	279	907	115	228	31	112	26	139	23	57	76	486			
1422836_at	muscleblind-like 3 (Drosophila)	Mbnl3	chrX:43466007-43551917 (-) // 96.17 // qA4	171170	171170	4	0.56	5.3	2.5	3.3	3.5	1.2	2.1	0.8	711	870	2802	2305	822	657	557	427	674	783	758	1581	402	398	270	2321	169	647	275	1457	232	1232	155	548			
1419208_at	mitogen activated protein kinase kinase kinase 8	Map3k8	chr18:4501820-4523448 (-) // 98.76 // qA1	26410	26410	4	0.23	5.2	5.7	8.7	0.7	0.8	1.1	1.5	753	1217	1507	955	669	1023	423	625	412	329	469	521	459	381	75	387	89	306	73	380	54	461	168	125			
1456509_at	RIKEN cDNA 1110032F04 gene	1110032F04Rik	chr3:69211737-69212398 (+) // 99.7 // qE1	68725	68725	4	0.48	5.1	3.7	4.7	0.7	1.5	2.8	1.3	142	470	412	809	124	167	119	244	164	246	237	657	105	256	53	352	70	324	45	228	50	234	36	23			
1436004_at	ubiquitin specific peptidase 27, X chromosome	Usp27x	chrX:5661569-5662225 (-) // 66.97 // qA1.1	54651	54651	4	0.40	4.8	2.3	5.1	1.0	1.4	2.3	1.4	456	815	832	1078	295	402	180	232	127	181	218	505	72	99	54	179	44	235	55	267	43	228	18	17			
1415949_at	carboxypeptidase E	Cpe	chr8:63517920-63618096 (-) // 96.85 // qB3.1	12876	12876	4	0.15	4.6	9.0	54.4	0.9	0.5	1.3	1.7	1022	1394	1850	1252	742	1250	279	578	180	98	1088	1390	23	21	20	41	38	407	20	91	20	74	9	9			
1449232_at	GATA binding protein 1	Gata1	chrX:6248240-6256835 (-) // 84.19 // qA1.1	14460	14460	4	0.54	4.5	1.8	2.4	0.6	1.6	2.7	1.3	617	1620	1132	1426	679	881	415	589	276	430	453	1224	176	243	131	197	141	450	152	677	190	1002	56	36			
1428939_s_at	guanine nucleotide binding protein, alpha q polypeptide	Gnaq	chr19:15663082-15665928 (+) // 95.54 // qA	14682	14682	4	0.45	4.0	2.4	3.6	0.9	1.1	1.7	1.9	76	218	205	191	93	179	41	93	90	98	84	141	33	39	21	40	26	85	38	150	24	64	11	10			
1439496_at	RIKEN cDNA 4921524J06 gene	4921524J06Rik	chr17:87259995-87262048 (+) // 89.29 // qE4	77057	77057	4	0.49	4.0	2.0	2.7	0.5	1.7	2.4	1.3	124	345	319	526	146	194	137	150	174	296	236	569	188	284	195	611	47	216	88	351	87	188	61	29			
1429527_a_at	phospholipid scramblase 1 /// hypothetical LOC433328 /// hypothetical protein LOC677340	Plscr1 /// LOC433328 /// LOC677340	chr9:92091828-92104529 (+) // 88.69 // qE3.3 /// chr1	22038	22038	4	0.01	3.8	12.4	26.6	3.0	2.0	1.5	1.5	176	351	413	349	171	259	85	159	535	1065	603	917	250	400	22	218	86	309	43	166	23	146	36	106			
1422567_at	niban protein	Niban	chr1:151533042-151683847 (+) // 99.72 // qG1	---	---	4	0.32	3.7	6.1	4.5	2.1	0.9	1.6	1.3	217	301	442	450	267	349	245	294	352	309	229	375	185	165	51	381	75	425	58	214	51	195	85	175			
1418025_at	basic helix-loop-helix domain containing, class B2	Bhlhb2	chr6:109050640-109056920 (+) // 96.72 // qE2	20893	20893	4	0.02	3.5	11.7	17.1	1.9	0.8	0.7	1.2	1055	1685	858	1674	791	945	408	522	2068	1580	1960	1273	1101	419	86	486	159	387	177	623	115	334	124	240			
1417090_at	reticulocalbin 1	Rcn1	chr2:105279654-105292468 (-) // 97.69 // qE3	19672	19672	4	0.29	3.4	2.6	3.4	0.8	1.3	1.4	1.2	2332	2941	2827	2564	2151	2557	1750	2185	1105	1448	1343	1822	1268	1233	168	548	493	1321	424	1439	395	1400	218	179			
1453181_x_at	phospholipid scramblase 1	Plscr1	chr9:92091828-92104529 (+) // 88.69 // qE3.3 /// chr1	22038	22038	4	-0.01	3.1	10.2	22.0	5.1	1.9	1.5	1.7	195	349	404	371	168	288	137	170	478	916	584	858	256	391	21	224	84	301	47	147	27	142	58	295			
1457094_at	src homology 2 domain-containing transforming protein E	She	chr3:90282869-90283833 (+) // 99.07 // qF1	---	---	4	0.27	3.1	0.7	1.4	0.7	0.9	2.6	1.3	868	1351	850	852	670	882	586	715	56	51	114	292	58	77	97	221	124	502	80	245	85	323	65	48			
1434830_at	MAX dimerization protein 1	Mxd1	chr6:86980722-86984251 (-) // 97.86 // qD1	17119	17119	4	0.52	2.9	2.2	1.8	1.1	0.9	1.8	2.6	641	1381	1755	1561	652	1687	615	997	834	782	625	1091	607	742	466	1236	283	526	372	1096	349	1334	227	244			
1448724_at	cytokine inducible SH2-containing protein	Cish	chr9:107315960-107321901 (+) // 96.48 // qF1	12700	12700	4	0.33	2.9	4.2	5.0	0.9	1.2	1.3	1.4	1542	2518	2428	2454	1374	1967	817	1039	1640	1952	1517	2007	568	841	261	1251	276	988	388	1128	304	1204	112	97			
1438470_at	suppressor of cytokine signaling 2	Socs2	chr10:95163245-95164231 (-) // 79.7 // qC2	216233	216233	4	0.31	2.8	3.0	3.4	0.9	1.1	1.6	1.9	171	290	251	262	138	256	103	131	90	100	113	186	59	56	29	115	32	72	31	85	34	101	29	26			
1433796_at	endonuclease domain containing 1	Endod1	chr9:14192037-14193730 (-) // 92.71 // qA1	71946	71946	4	0.39	2.7	2.7	3.0	2.5	1.4	3.5	1.0	187	1503	351	1558	236	227	151	169	530	760	327	1131	309	293	93	620	223	776	197	538	108	353	294	727			
1455729_at	guanine nucleotide binding protein, alpha q polypeptide	Gnaq	chr19:15665464-15666288 (+) // 94.69 // qA	14682	14682	4	0.29	2.7	2.6	3.1	0.9	1.1	2.6	1.9	245	585	489	591	220	424	164	273	155	169	137	361	129	138	83	106	85	214	60	163	44	114	34	29			
1422706_at	similar to Nedd4 WW binding protein 4	LOC637870	chr2:173289719-173339964 (-) // 87.73 // qH4	65112	65112	4	0.07	2.7	6.9	6.1	0.6	2.7	2.9	0.8	110	714	242	673	148	123	52	84	369	1002	301	877	142	715	139	263	80	254	54	144	49	106	47	26			
1455869_at	Calcium/calmodulin-dependent protein kinase II, beta	Camk2b	---	---	---	4	0.17	2.7	2.7	5.6	1.2	1.4	2.4	1.0	1908	2482	3058	3631	2246	2198	2181	1731	1496	2024	1389	3333	3114	3379	646	2075	587	1817	551	1468	248	831	55	66			
1416329_at	cytoplasmic FMR1 interacting protein 1	Cyfip1	chr7:43402295-43490970 (+) // 98.56 // qB3	20430	20430	4	0.38	2.7	2.7	4.1	1.1	1.2	1.7	1.0	277	481	517	572	411	400	360	386	369	428	322	548	245	279	80	311	172	671	137	364	79	272	118	129			
1430386_at	RIKEN cDNA E030024N20 gene	E030024N20Rik	chr19:15446195-15448226 (+) // 92.22 // qA	74537	74537	4	0.41	2.6	2.2	3.0	0.6	1.0	2.3	1.7	281	636	519	541	254	423	194	216	201	204	181	412	93	133	84	149	114	394	91	236	60	175	76	49			
1421223_a_at	annexin A4	Anxa4	chr6:87070292-87099219 (-) // 96.02 // qD1	11746	11746	4	0.09	2.6	6.0	7.0	2.2	1.1	1.3	1.1	725	940	976	1093	671	728	508	520	779	880	825	1053	778	609	125	558	150	563	129	335	118	372	153	329			
1418483_a_at	glycoprotein galactosyltransferase alpha 1, 3	Ggta1	chr2:35360171-35421440 (-) // 87.93 // qB	14594	14594	4	0.07	2.4	4.9	4.5	1.5	1.1	1.1	1.1	143	166	191	208	183	196	146	148	257	270	227	242	149	154	139	225	107	175	52	126	51	140	103	149			
1419083_at	tumor necrosis factor (ligand) superfamily, member 11	Tnfsf11	chr14:70042259-70077223 (-) // 95.18 // qD3	21943	21943	4	0.13	2.4	3.0	8.9	0.5	3.4	2.4	1.0	277	378	417	327	190	190	101	96	266	907	466	1133	41	187	228	578	221	439	88	212	52	177	252	128			
1440192_at	RIKEN cDNA 1810054D07 gene	1810054D07Rik	chr4:81500882-81507652 (-) // 97.43 // qC3	69863	69863	4	0.11	2.4	2.5	2.8	2.7	2.5	1.7	0.9	343	640	535	761	417	370	351	335	601	1476	640	1060	468	1160	72	272	241	537	240	573	229	448	220	587			
1416118_at	similar to mouse RING finger 1	LOC630539	chr3:69375525-69384081 (-) // 96.01 // qE1	---	---	4	0.02	2.4	2.7	3.6	1.4	1.1	1.0	1.0	2169	1833	2313	2050	2535	2541	2586	2630	1716	1807	1929	1951	1972	2142	891	1459	842	1714	628	1472	530	1295	626	862			
1458159_at	Guanine nucleotide binding protein, alpha q polypeptide	Gnaq	chr19:15424364-15425017 (+) // 78.19 // qA	---	---	4	0.24	2.4	4.9	6.1	1.0	1.2	2.1	1.7	226	486	471	419	202	344	124	171	180	211	162	341	78	82	49	72	48	204	37	87	27	58	27	27			
1435952_at	---	---	chr14:68203737-68204679 (+) // 92.42 // qD2	---	---	4	0.50	2.3	2.0	1.8	0.4	0.9	1.6	1.3	167	203	294	270	158	203	110	153	158	134	197	307	74	74	160	219	126	202	78	182	111	193	128	48			
1429559_at	guanine nucleotide binding protein, alpha q polypeptide	Gnaq	chr19:15661521-15663740 (+) // 93.16 // qA	14682	14682	4	0.23	2.3	3.7	4.9	0.9	1.1	2.3	1.8	474	1066	826	949	427	770	294	454	359	410	313	727	171	195	102	154	120	336	97	223	64	162	62	53			
1423672_at	RIKEN cDNA 2510042P03 gene	2510042P03Rik	chr2:75830023-75832751 (-) // 96.73 // qC3 /// chr2:7	72421	72421	4	0.10	2.3	2.3	2.7	1.0	0.9	1.5	1.2	52	65	110	86	68	81	66	66	49	45	60	90	73	77	42	54	27	50	21	48	23	37	19	18			
1452703_at	RIKEN cDNA 4631427C17 gene	4631427C17Rik	chr6:29638678-29782401 (+) // 91.47 // qA3.3	74340	74340	4	0.52	2.3	1.3	1.4	0.7	0.6	1.3	1.2	1761	2069	2789	2088	1780	2186	1550	1810	1048	609	1127	1482	474	551	557	1538	675	1221	781	1754	785	2086	550	395			
